model,outer_repeat,outer_fold,n_test,events_test,AUC,AUPRC,Brier,Log loss,Calibration intercept,Calibration slope
ridge,3,2,36,11,0.6254545454545455,0.4675554243736062,0.20382959169955017,0.5974067020200031,0.060722392368788916,0.9164562624804952
ridge,3,3,36,10,0.6653846153846155,0.4466224747474747,0.18816087320559927,0.5652428375786704,-0.2694840304865006,0.694902918656716
ridge,3,4,36,10,0.8038461538461539,0.7085850542372281,0.1572406783221096,0.48305919650303547,0.8715527464240442,2.1444938297836984
ridge,3,5,36,10,0.6653846153846155,0.6063966131907308,0.18624258848101036,0.5605838356044228,-0.41903630981216605,0.6984645564265336
ridge,4,1,37,11,0.7097902097902098,0.5482301223680535,0.18658349013641737,0.5472863699843706,0.05786996172764891,1.1405972178835866
ridge,4,2,36,11,0.6472727272727272,0.570487198352811,0.19833025800518558,0.5950322976978543,-0.15489702840707625,0.6711862906752932
ridge,4,3,36,10,0.6307692307692307,0.3495575004630732,0.217478852399634,0.6128694705303873,-0.6590887049979458,0.3722610045007102
ridge,4,4,36,10,0.7423076923076923,0.664577922077922,0.16234297538551187,0.5040167371891388,0.34447784861472525,1.3014090949686798
ridge,4,5,36,10,0.5384615384615385,0.406408864183632,0.21021926719328046,0.6271788233379517,-0.5662472522179991,0.29486505838640303
ridge,5,1,37,11,0.7237762237762237,0.6646071968652614,0.1686680895560185,0.5163316041242487,0.42759656448594935,1.3351727764724597
ridge,5,2,36,11,0.8218181818181818,0.6065751101636269,0.17953404492791603,0.5272954658595626,1.406397850739093,2.3782217099375904
ridge,5,3,36,10,0.6192307692307693,0.34558948700253045,0.1981207175461176,0.5664608981461781,-0.1790684655078374,0.7067735666736656
ridge,5,4,36,10,0.7384615384615385,0.6284325396825396,0.17672781618273448,0.5366028342245804,0.06144848147891791,1.4247744164412712
ridge,5,5,36,10,0.6615384615384615,0.5908835005574136,0.18147021599035995,0.546987952763961,-0.25249715422825997,0.8321266645122748
ridge,6,1,37,11,0.7307692307692308,0.5555566304578162,0.18885486847106678,0.5542651955091481,1.1761857482302467,1.7451482462143826
ridge,6,2,36,11,0.7454545454545454,0.643290405246927,0.17520269432366364,0.527250236879406,-0.00846570759085254,1.4745616129796446
ridge,6,3,36,10,0.7,0.4409879959222064,0.18930131390538618,0.5575121872825002,-0.22642566352208238,0.7556526085841301
ridge,6,4,36,10,0.5576923076923077,0.41516333675593964,0.21398154017838877,0.6199685842265727,-0.7012076981504815,0.2876473855014276
ridge,6,5,36,10,0.6576923076923077,0.44009992654048913,0.1994446149482053,0.5773579581347014,-0.2739042001452434,0.6165831797216433
ridge,7,1,37,11,0.7727272727272728,0.5697431177564316,0.17469798649762816,0.5213278719477199,0.9594729968706849,2.1922329997418304
ridge,7,2,36,11,0.5745454545454545,0.48377399604179794,0.2119006597303067,0.6244836168681049,-0.3263077566676285,0.45714393585530305
