outer_repeat,outer_fold,model,C,l1_ratio,mean_inner_log_loss,se_inner_log_loss,mean_n_selected
3,1,elastic_net,0.2,0.8,0.5785373412099737,0.02263571379618259,6.6
3,1,elastic_net,0.05,0.2,0.5789916261229033,0.011096163444172275,6.4
3,1,elastic_net,0.1,0.5,0.5809174352137753,0.014126950645682097,5.8
3,1,elastic_net,1.0,1.0,0.5809617378233776,0.04623699570754296,9.0
3,1,elastic_net,1.0,0.8,0.582011220450418,0.047095671327896466,9.2
3,1,elastic_net,0.2,1.0,0.5828424936256158,0.019300243256150998,5.8
3,1,elastic_net,1.0,0.5,0.5837300932305158,0.04835163344968287,9.8
3,1,elastic_net,1.0,0.2,0.5860728563496418,0.04970188032965759,10.0
3,1,elastic_net,2.0,1.0,0.5932114334495181,0.0528353361467956,9.8
3,1,elastic_net,0.1,0.8,0.5937209601400565,0.008671956629735711,3.2
3,1,elastic_net,2.0,0.8,0.5937673849844395,0.05327579350866774,9.8
3,1,elastic_net,2.0,0.5,0.5947403651772631,0.05391075390389386,9.8
3,1,elastic_net,2.0,0.2,0.5958806138771098,0.05452841057539773,10.0
3,1,elastic_net,0.05,0.8,0.5975185244807615,0.005745964083001585,0.0
3,1,elastic_net,0.05,1.0,0.5976974821708142,0.00575935319222447,0.0
3,1,elastic_net,0.02,0.2,0.5979068236597513,0.0058225419482995045,1.8
3,1,elastic_net,0.05,0.5,0.5988078150026385,0.005683883334635535,1.8
3,1,elastic_net,0.02,0.5,0.5994659086012,0.00529507052882168,0.0
3,1,elastic_net,0.01,0.2,0.5995269728660836,0.00531277352446092,0.0
3,1,elastic_net,0.1,1.0,0.6001562739750622,0.006025501136137048,1.8
3,1,elastic_net,0.02,1.0,0.6001699609643241,0.006329038972861951,0.0
3,1,elastic_net,0.02,0.8,0.6032622460513885,0.0070695766478336905,0.0
3,1,elastic_net,0.01,1.0,0.6037827480226254,0.005504809924795057,0.0
3,1,elastic_net,0.01,0.8,0.6045485644252183,0.00740918691607094,0.0
3,1,elastic_net,0.01,0.5,0.6047115282456128,0.007452447273952624,0.0
3,1,elastic_net,0.005,0.2,0.6052358411220207,0.007560560507979004,0.0
3,1,elastic_net,5.0,0.5,0.6059825002521225,0.05853016487269513,9.8
3,1,elastic_net,5.0,0.2,0.6060115365829348,0.05863949896318956,9.8
3,1,elastic_net,5.0,0.8,0.6061191349043612,0.05846331252643579,9.8
3,1,elastic_net,5.0,1.0,0.606334061606693,0.058452404507004556,9.8
3,1,elastic_net,10.0,0.2,0.610903631176938,0.06055067344402065,10.0
3,1,elastic_net,10.0,0.5,0.6111700505694405,0.06056553613910001,10.0
3,1,elastic_net,10.0,0.8,0.6114969421190868,0.06060814484787042,9.8
3,1,elastic_net,10.0,1.0,0.6117448411120695,0.0606611059550493,9.8
3,1,elastic_net,0.005,1.0,0.6125799498018726,0.006860829157193397,0.0
3,1,elastic_net,0.002,1.0,0.6125850173025709,0.0068643882959818795,0.0
3,1,elastic_net,0.001,1.0,0.612586056789235,0.006864777324197728,0.0
3,1,elastic_net,0.005,0.5,0.6132724756508771,0.005991655091257479,0.0
3,1,elastic_net,0.002,0.2,0.6158727950065318,0.006115847384523629,0.0
3,1,elastic_net,0.005,0.8,0.6262222125383697,0.007285108084200487,0.0
3,1,elastic_net,0.002,0.8,0.6269226696934165,0.00723363729323603,0.0
3,1,elastic_net,0.001,0.8,0.6280692296898422,0.007140161983258865,0.0
3,1,elastic_net,0.002,0.5,0.6286273166118657,0.007089776837249133,0.0
3,1,elastic_net,0.001,0.5,0.6313349822366113,0.0068425943458259334,0.0
3,1,elastic_net,0.001,0.2,0.6343499882475747,0.00653640843581607,0.0
3,1,lasso,0.5,,0.5729273375763473,0.036852416731466775,7.6
3,1,lasso,1.0,,0.5809617378233776,0.04623699570754296,9.0
3,1,lasso,0.2,,0.5828424936256158,0.019300243256150998,5.8
3,1,lasso,2.0,,0.5932114334495181,0.0528353361467956,9.8
3,1,lasso,0.05,,0.5976974821708142,0.00575935319222447,0.0
3,1,lasso,0.1,,0.6001562739750622,0.006025501136137048,1.8
3,1,lasso,0.02,,0.6001699609643241,0.006329038972861951,0.0
3,1,lasso,0.01,,0.6037827480226254,0.005504809924795057,0.0
3,1,lasso,5.0,,0.606334061606693,0.058452404507004556,9.8
3,1,lasso,10.0,,0.6117448411120695,0.0606611059550493,9.8
3,1,lasso,0.005,,0.6125799498018726,0.006860829157193397,0.0
3,1,lasso,0.002,,0.6125850173025709,0.0068643882959818795,0.0
3,1,lasso,0.001,,0.612586056789235,0.006864777324197728,0.0
3,2,ridge,0.05,,0.5574423404852242,0.01150369381028263,10.0
3,2,ridge,0.1,,0.5598470397221527,0.012168420483105218,10.0
3,2,ridge,0.02,,0.5641810350182124,0.009577096277965701,10.0
3,2,ridge,0.2,,0.5681581155784045,0.012296126243421699,10.0
3,2,ridge,0.01,,0.5733311291113351,0.007989952292287949,10.0
3,2,ridge,0.005,,0.5818330654120711,0.007082211408445466,10.0
3,2,ridge,0.5,,0.5850713408447535,0.012349162074591045,10.0
3,2,ridge,0.002,,0.5892997905163493,0.006697509833538735,10.0
3,2,ridge,0.001,,0.5923677625597628,0.006634228263562884,10.0
3,2,ridge,1.0,,0.6004983185512515,0.014487160353168533,10.0
3,2,ridge,2.0,,0.6174980137379471,0.020875410461878654,10.0
3,2,ridge,5.0,,0.640653970483043,0.034962206797253335,10.0
3,2,ridge,10.0,,0.6562180981091328,0.046636236235663646,10.0
3,2,elastic_net,0.1,0.2,0.5691532678315776,0.010093488925376393,8.2
3,2,elastic_net,0.2,0.2,0.5701229386688837,0.010371043890696032,8.8
3,2,elastic_net,0.2,0.5,0.5783684438532739,0.01097591670934038,7.6
3,2,elastic_net,0.05,0.2,0.5793482647664348,0.008774733506744768,6.2
3,2,elastic_net,0.1,0.5,0.5826685710029235,0.010559230357705946,5.6
3,2,elastic_net,0.5,0.5,0.5832400954176425,0.010339482919840824,8.2
3,2,elastic_net,0.5,0.2,0.5842105946943704,0.011259761125326673,9.4
3,2,elastic_net,0.5,0.8,0.5850069197029261,0.009322139547847769,8.2
3,2,elastic_net,0.2,0.8,0.5852702551304152,0.013929764201680957,6.0
3,2,elastic_net,0.2,1.0,0.5857475742595979,0.01324059467374451,5.4
3,2,elastic_net,0.5,1.0,0.5865505251275007,0.010015671893966372,8.0
3,2,elastic_net,0.1,0.8,0.5887424504584318,0.007094656855564352,3.4
3,2,elastic_net,0.1,1.0,0.5908945559604035,0.00521702472844837,1.8
3,2,elastic_net,0.05,0.5,0.5915820727643791,0.005547836066826188,2.2
3,2,elastic_net,0.02,0.2,0.5932117599809876,0.006002622176319945,2.2
3,2,elastic_net,0.05,0.8,0.5963533593758801,0.006115016134856582,0.0
3,2,elastic_net,0.05,1.0,0.596417295623824,0.00613571177313735,0.0
3,2,elastic_net,0.01,0.2,0.5979344284122089,0.005490591328331564,0.0
3,2,elastic_net,1.0,0.8,0.5982709403064522,0.014540877019476798,8.8
3,2,elastic_net,0.02,0.5,0.5986367667816955,0.005333031022466224,0.0
3,2,elastic_net,1.0,1.0,0.5987213017592721,0.01413193346759126,8.4
3,2,elastic_net,0.02,0.8,0.5987492936463039,0.0053213888196779816,0.0
3,2,elastic_net,1.0,0.5,0.5987854741462743,0.01416467297445621,9.4
3,2,elastic_net,1.0,0.2,0.5997173519466178,0.014176479268461672,9.8
3,2,elastic_net,0.005,0.2,0.6001277866039866,0.005189943092378459,0.0
3,2,elastic_net,0.02,1.0,0.6052711251158744,0.009231706606159708,0.0
3,2,elastic_net,0.01,0.5,0.6099496209081121,0.010875563628313798,0.0
3,2,elastic_net,0.01,1.0,0.6140716216965112,0.006167490849280863,0.0
3,2,elastic_net,0.005,1.0,0.6146658432775097,0.00628346432133963,0.0
3,2,elastic_net,0.002,1.0,0.6146985569285235,0.006287606284627706,0.0
3,2,elastic_net,0.001,1.0,0.6146994410937121,0.006288139905223067,0.0
3,2,elastic_net,2.0,0.2,0.617804769419334,0.021712021605653817,10.0
3,2,elastic_net,2.0,0.5,0.6191593203951148,0.02386924657164813,10.0
3,2,elastic_net,2.0,0.8,0.6220097899242274,0.027748874671141358,9.4
3,2,elastic_net,0.01,0.8,0.6251884535992711,0.006135769214253991,0.0
3,2,elastic_net,2.0,1.0,0.6259196300320792,0.03242538912305784,9.4
3,2,elastic_net,0.005,0.5,0.6260759613731057,0.006113115667802834,0.0
3,2,elastic_net,0.005,0.8,0.628058562767215,0.0060277751845929485,0.0
3,2,elastic_net,0.002,0.8,0.6288152180245754,0.005969375435506336,0.0
3,2,elastic_net,0.002,0.2,0.6290818564661979,0.006088569714605027,0.0
3,2,elastic_net,0.001,0.8,0.6299977901051659,0.005882228645809812,0.0
3,2,elastic_net,0.002,0.5,0.6305614296211319,0.005836540477029266,0.0
3,2,elastic_net,0.001,0.5,0.6333338985816245,0.005626121656821336,0.0
3,2,elastic_net,0.001,0.2,0.6363671252459372,0.005385552505626946,0.0
3,2,elastic_net,5.0,0.2,0.6418047295534791,0.03656334156980281,10.0
3,2,elastic_net,5.0,0.5,0.6455122618551474,0.04058638897191262,10.0
3,2,elastic_net,5.0,0.8,0.6509561619380206,0.04642650947356303,10.0
3,2,elastic_net,5.0,1.0,0.6563237111272462,0.05210502700197893,10.0
3,2,elastic_net,10.0,0.2,0.6571151017865254,0.04789694469541537,10.0
3,2,elastic_net,10.0,0.5,0.6608276925205078,0.05173201561920272,10.0
3,2,elastic_net,10.0,0.8,0.6655629685110157,0.05661039531808979,10.0
3,2,elastic_net,10.0,1.0,0.6695724425920878,0.06072640131017277,10.0
3,2,lasso,0.2,,0.5857475742595979,0.01324059467374451,5.4
3,2,lasso,0.5,,0.5865505251275007,0.010015671893966372,8.0
3,2,lasso,0.1,,0.5908945559604035,0.00521702472844837,1.8
3,2,lasso,0.05,,0.596417295623824,0.00613571177313735,0.0
3,2,lasso,1.0,,0.5987213017592721,0.01413193346759126,8.4
3,2,lasso,0.02,,0.6052711251158744,0.009231706606159708,0.0
3,2,lasso,0.01,,0.6140716216965112,0.006167490849280863,0.0
3,2,lasso,0.005,,0.6146658432775097,0.00628346432133963,0.0
3,2,lasso,0.002,,0.6146985569285235,0.006287606284627706,0.0
3,2,lasso,0.001,,0.6146994410937121,0.006288139905223067,0.0
3,2,lasso,2.0,,0.6259196300320792,0.03242538912305784,9.4
3,2,lasso,5.0,,0.6563237111272462,0.05210502700197893,10.0
3,2,lasso,10.0,,0.6695724425920878,0.06072640131017277,10.0
3,3,ridge,0.2,,0.529854654139312,0.02206814928392868,10.0
3,3,ridge,0.5,,0.5312683831949618,0.0270395483115526,10.0
3,3,ridge,0.1,,0.5337626504431101,0.01800521919923227,10.0
3,3,ridge,1.0,,0.5341486953712851,0.029840385667503216,10.0
3,3,ridge,2.0,,0.5367086694647364,0.031696107287762475,10.0
3,3,ridge,5.0,,0.538856436223927,0.03304653938823148,10.0
3,3,ridge,10.0,,0.5397137300839306,0.033546275634011885,10.0
3,3,ridge,0.05,,0.5437659126537422,0.014477802331344687,10.0
3,3,ridge,0.02,,0.5632240363142073,0.011250817991721646,10.0
3,3,ridge,0.01,,0.577475444266774,0.009699948841511265,10.0
3,3,ridge,0.005,,0.5879846731074729,0.008746029986848971,10.0
3,3,ridge,0.002,,0.5959754413870333,0.008105664110901316,10.0
3,3,ridge,0.001,,0.5989986534243388,0.007883474326594248,10.0
3,3,elastic_net,0.5,0.2,0.5320671048641799,0.02566350426668089,9.8
3,3,elastic_net,0.2,0.2,0.5338804736161407,0.019413457707454312,9.2
3,3,elastic_net,0.5,0.5,0.5340189819283531,0.023630119233324955,9.4
3,3,elastic_net,1.0,0.2,0.5344965570686636,0.02906292300230382,9.8
3,3,elastic_net,1.0,0.5,0.5350467072075422,0.02794947893490902,9.8
3,3,elastic_net,1.0,0.8,0.5358206117153659,0.026838669650922624,9.8
3,3,elastic_net,1.0,1.0,0.5364775673719051,0.026103428452386043,9.8
3,3,elastic_net,0.5,0.8,0.536636793063591,0.021640926159215042,9.2
3,3,elastic_net,2.0,0.2,0.5371587173598442,0.031204209349290378,10.0
3,3,elastic_net,2.0,0.5,0.5373474345144514,0.030632588615281224,9.8
3,3,elastic_net,2.0,0.8,0.5375569280033548,0.030071142010404367,9.8
3,3,elastic_net,2.0,1.0,0.537725049951138,0.029697627396634545,9.8
3,3,elastic_net,0.5,1.0,0.5390080384547857,0.020311912686202766,9.2
3,3,elastic_net,5.0,0.2,0.5390106191709085,0.03283685402847591,10.0
3,3,elastic_net,5.0,0.5,0.5393012721674075,0.032542111882084855,10.0
3,3,elastic_net,5.0,0.8,0.5395990254417586,0.032248144957600304,10.0
3,3,elastic_net,5.0,1.0,0.539717862430197,0.032075928628305224,9.8
3,3,elastic_net,10.0,0.2,0.5397663708201599,0.03343426119447258,10.0
3,3,elastic_net,10.0,0.5,0.5399091885545263,0.03328638207761177,10.0
3,3,elastic_net,10.0,0.8,0.5400551385464853,0.033138583769129454,10.0
3,3,elastic_net,10.0,1.0,0.540153705055384,0.03304024381473131,10.0
3,3,elastic_net,0.2,0.5,0.544844422120797,0.015609585991246053,9.0
3,3,elastic_net,0.1,0.2,0.5463601207586589,0.014213516442717032,9.0
3,3,elastic_net,0.2,0.8,0.5608601380967493,0.012708297528083588,8.0
3,3,elastic_net,0.2,1.0,0.5720132556843243,0.011281478448689056,6.6
3,3,elastic_net,0.05,0.2,0.5742796705068914,0.01050291301340111,8.0
3,3,elastic_net,0.1,0.5,0.5769299318312037,0.010721078196157568,6.4
3,3,elastic_net,0.1,0.8,0.6007949794454603,0.00807991305934675,3.8
3,3,elastic_net,0.05,0.8,0.6020707384205373,0.0074359276866413455,0.0
3,3,elastic_net,0.02,0.2,0.6021560733081266,0.007221080940021357,1.2
3,3,elastic_net,0.05,0.5,0.6022501583525774,0.006936417678447143,1.2
3,3,elastic_net,0.05,1.0,0.6023541910785961,0.007439097904613468,0.0
3,3,elastic_net,0.1,1.0,0.6024079099394137,0.006779450197359435,1.4
3,3,elastic_net,0.02,0.5,0.6031698540429818,0.006658545105398546,0.0
3,3,elastic_net,0.01,0.2,0.603273288741698,0.006609232345120827,0.0
3,3,elastic_net,0.02,0.8,0.6033320616599638,0.006605770550261958,0.0
3,3,elastic_net,0.005,0.2,0.6038429644442425,0.006378567595650861,0.0
3,3,elastic_net,0.02,1.0,0.6049299601269025,0.007701436577195815,0.0
3,3,elastic_net,0.01,1.0,0.6061008210482505,0.0076643063351082875,0.0
3,3,elastic_net,0.001,1.0,0.6061350301532048,0.007660777466028411,0.0
3,3,elastic_net,0.002,1.0,0.6061363056678735,0.007661511775813427,0.0
3,3,elastic_net,0.005,1.0,0.6061380605433672,0.0076624071100632124,0.0
3,3,elastic_net,0.01,0.5,0.6105024182316334,0.008368322342209049,0.0
3,3,elastic_net,0.01,0.8,0.6107381910069185,0.008157703126594694,0.0
3,3,elastic_net,0.005,0.8,0.6163061838353635,0.007616656834329917,0.0
3,3,elastic_net,0.002,0.2,0.6168494879165504,0.009012999972041238,0.0
3,3,elastic_net,0.005,0.5,0.6170315050472344,0.007573304021421636,0.0
3,3,elastic_net,0.002,0.8,0.6170518455367895,0.00757136779891363,0.0
3,3,elastic_net,0.001,0.8,0.6182862033080003,0.007486087054353695,0.0
3,3,elastic_net,0.002,0.5,0.6189004958180415,0.00744266296191319,0.0
3,3,elastic_net,0.001,0.5,0.6218974046669349,0.007202311222594465,0.0
3,3,elastic_net,0.001,0.2,0.625318517805407,0.006897843230998873,0.0
3,3,lasso,1.0,,0.5364775673719051,0.026103428452386043,9.8
3,3,lasso,2.0,,0.537725049951138,0.029697627396634545,9.8
3,3,lasso,0.5,,0.5390080384547857,0.020311912686202766,9.2
3,3,lasso,5.0,,0.539717862430197,0.032075928628305224,9.8
3,3,lasso,10.0,,0.540153705055384,0.03304024381473131,10.0
3,3,lasso,0.2,,0.5720132556843243,0.011281478448689056,6.6
3,3,lasso,0.05,,0.6023541910785961,0.007439097904613468,0.0
3,3,lasso,0.1,,0.6024079099394137,0.006779450197359435,1.4
3,3,lasso,0.02,,0.6049299601269025,0.007701436577195815,0.0
3,3,lasso,0.01,,0.6061008210482505,0.0076643063351082875,0.0
3,3,lasso,0.001,,0.6061350301532048,0.007660777466028411,0.0
3,3,lasso,0.002,,0.6061363056678735,0.007661511775813427,0.0
3,3,lasso,0.005,,0.6061380605433672,0.0076624071100632124,0.0
3,4,ridge,0.1,,0.5672477957845402,0.02950001698578786,10.0
3,4,ridge,0.05,,0.5694577088715869,0.0239777426530027,10.0
3,4,ridge,0.2,,0.5703037923757223,0.03501202378630149,10.0
3,4,ridge,0.02,,0.5789974874163998,0.017236990790820493,10.0
3,4,ridge,0.5,,0.5791277903781061,0.04128660823601588,10.0
3,4,ridge,1.0,,0.5865397011682597,0.044739874538067353,10.0
3,4,ridge,0.01,,0.5871855978541689,0.01324212735513647,10.0
3,4,ridge,2.0,,0.593221517373705,0.047166026595977614,10.0
3,4,ridge,0.005,,0.5934716119143449,0.01062694605291126,10.0
3,4,ridge,0.002,,0.5983543686646521,0.00885732823426277,10.0
3,4,ridge,5.0,,0.6001844949842955,0.04934803987250274,10.0
3,4,ridge,0.001,,0.6002220358366399,0.008253464553411523,10.0
3,4,ridge,10.0,,0.6038360899511762,0.05048401507237379,10.0
3,4,elastic_net,0.2,0.2,0.5671271131405743,0.03177992028340719,9.2
3,4,elastic_net,0.5,0.8,0.5693849498151939,0.03413636822116519,8.8
3,4,elastic_net,0.5,0.5,0.5708022371116714,0.03625177133434442,9.4
3,4,elastic_net,0.5,1.0,0.571267566657364,0.032823577591721075,8.8
3,4,elastic_net,0.1,0.2,0.5745583462403756,0.02459349692854125,8.6
3,4,elastic_net,1.0,1.0,0.5750811742566373,0.038708082546462845,9.4
3,4,elastic_net,0.5,0.2,0.57517292493488,0.039070239894381645,9.8
3,4,elastic_net,0.2,0.5,0.5763031333956771,0.02771146522734698,8.4
3,4,elastic_net,1.0,0.8,0.5769681770030974,0.039719181773158925,9.4
3,4,elastic_net,1.0,0.5,0.580194806060441,0.04145694792209863,9.6
3,4,elastic_net,1.0,0.2,0.5839074298634475,0.04341631179882275,9.8
3,4,elastic_net,2.0,1.0,0.5869375772575265,0.0438964315292868,9.6
3,4,elastic_net,2.0,0.8,0.5880417975352142,0.044486153439239395,9.6
3,4,elastic_net,2.0,0.5,0.5898627762144913,0.04545578132208108,9.6
3,4,elastic_net,0.2,0.8,0.5906772011618263,0.022207677207762334,7.4
3,4,elastic_net,2.0,0.2,0.5918494261792138,0.04648412508422939,10.0
3,4,elastic_net,0.05,0.2,0.5930473251057929,0.01468926285692415,7.6
3,4,elastic_net,0.1,0.5,0.59744964980591,0.014239637632678055,6.4
3,4,elastic_net,0.2,1.0,0.5978621173258908,0.016848961116379353,6.4
3,4,elastic_net,5.0,1.0,0.5986891389307765,0.048412444362337555,9.6
3,4,elastic_net,5.0,0.8,0.5988685356583415,0.04855471834434116,9.8
3,4,elastic_net,5.0,0.5,0.5992486396822774,0.04881825306007019,10.0
3,4,elastic_net,5.0,0.2,0.5997563235151313,0.049121039651879014,10.0
3,4,elastic_net,0.1,1.0,0.6024892970438389,0.007592178626404362,0.8
3,4,elastic_net,0.05,0.5,0.6028418231194445,0.007438008187930107,1.0
3,4,elastic_net,0.02,0.2,0.6031029865307351,0.007345901039803736,1.0
3,4,elastic_net,0.05,1.0,0.6031183144278247,0.007215133136663974,0.0
3,4,elastic_net,0.05,0.8,0.6032118530338841,0.0070388049989077595,0.0
3,4,elastic_net,10.0,0.8,0.60350606252705,0.05023376710646328,10.0
3,4,elastic_net,10.0,1.0,0.6035121267585439,0.05020874691857538,10.0
3,4,elastic_net,10.0,0.5,0.6035508731456031,0.050296381798110586,10.0
3,4,elastic_net,10.0,0.2,0.6036526092856557,0.05038464484567581,10.0
3,4,elastic_net,0.1,0.8,0.6041178132790965,0.008291845573153652,2.6
3,4,elastic_net,0.01,0.2,0.6049324272207258,0.006116412684328846,0.0
3,4,elastic_net,0.02,0.5,0.6050092324371686,0.006077273679809321,0.0
3,4,elastic_net,0.02,1.0,0.6065924783258657,0.007114156343777959,0.0
3,4,elastic_net,0.02,0.8,0.6106924690902741,0.007058790659891468,0.0
3,4,elastic_net,0.005,0.2,0.6134796823601949,0.0069512083486922135,0.0
3,4,elastic_net,0.01,1.0,0.6155280931518327,0.003751058103460852,0.0
3,4,elastic_net,0.005,1.0,0.6155565640228233,0.003716763320871589,0.0
3,4,elastic_net,0.001,1.0,0.6155573095692415,0.0037143562430825925,0.0
3,4,elastic_net,0.002,1.0,0.6155591031276716,0.0037141435441250138,0.0
3,4,elastic_net,0.01,0.5,0.6180985962642305,0.007822003579202909,0.0
3,4,elastic_net,0.01,0.8,0.6184972154251667,0.00784283616981477,0.0
3,4,elastic_net,0.005,0.8,0.6278960605087498,0.003186213674075938,0.0
3,4,elastic_net,0.005,0.5,0.6284967562355002,0.0031915821474164537,0.0
3,4,elastic_net,0.002,0.8,0.6285148283843076,0.0031705738380573304,0.0
3,4,elastic_net,0.001,0.8,0.6295030474975364,0.0031533669282027285,0.0
3,4,elastic_net,0.002,0.5,0.6299924106457043,0.0031430294789736883,0.0
3,4,elastic_net,0.002,0.2,0.6314112024042606,0.003130782613942794,0.0
3,4,elastic_net,0.001,0.5,0.6323571320620495,0.0030920583451808765,0.0
3,4,elastic_net,0.001,0.2,0.6350298386657547,0.0030193232897231786,0.0
3,4,lasso,0.5,,0.571267566657364,0.032823577591721075,8.8
3,4,lasso,1.0,,0.5750811742566373,0.038708082546462845,9.4
3,4,lasso,2.0,,0.5869375772575265,0.0438964315292868,9.6
3,4,lasso,0.2,,0.5978621173258908,0.016848961116379353,6.4
3,4,lasso,5.0,,0.5986891389307765,0.048412444362337555,9.6
3,4,lasso,0.1,,0.6024892970438389,0.007592178626404362,0.8
3,4,lasso,0.05,,0.6031183144278247,0.007215133136663974,0.0
3,4,lasso,10.0,,0.6035121267585439,0.05020874691857538,10.0
3,4,lasso,0.02,,0.6065924783258657,0.007114156343777959,0.0
3,4,lasso,0.01,,0.6155280931518327,0.003751058103460852,0.0
3,4,lasso,0.005,,0.6155565640228233,0.003716763320871589,0.0
3,4,lasso,0.001,,0.6155573095692415,0.0037143562430825925,0.0
3,4,lasso,0.002,,0.6155591031276716,0.0037141435441250138,0.0
3,5,ridge,0.2,,0.5578438117046015,0.023742817599363596,10.0
3,5,ridge,0.1,,0.5588680210408736,0.019219383535497965,10.0
3,5,ridge,0.5,,0.5622493712786543,0.029112652681280955,10.0
3,5,ridge,0.05,,0.5649442961721414,0.01504460275061209,10.0
3,5,ridge,1.0,,0.5664864790667513,0.031969076433289806,10.0
3,5,ridge,2.0,,0.5697738151504403,0.03376429158634467,10.0
3,5,ridge,5.0,,0.5723052613986367,0.035011997213201446,10.0
3,5,ridge,10.0,,0.5732783576405526,0.035456004269526505,10.0
3,5,ridge,0.02,,0.577356222428845,0.010796819425117017,10.0
3,5,ridge,0.01,,0.5861820562571496,0.008920550184648842,10.0
3,5,ridge,0.005,,0.5927670620438747,0.008060114662718772,10.0
3,5,ridge,0.002,,0.5979674428617481,0.007721853139688785,10.0
3,5,ridge,0.001,,0.6000035561410071,0.007668120670875989,10.0
3,5,elastic_net,0.5,0.5,0.5600999022707631,0.02883192243089851,9.0
3,5,elastic_net,0.2,0.2,0.5601869613370326,0.023255483073885013,9.4
3,5,elastic_net,0.5,0.2,0.561020241181759,0.028529091516972218,9.8
3,5,elastic_net,1.0,1.0,0.5614580220478864,0.03193643350404078,9.0
3,5,elastic_net,0.5,0.8,0.5616031547833299,0.03038808772417159,8.6
3,5,elastic_net,1.0,0.8,0.5619342062868284,0.03157643775254488,9.2
3,5,elastic_net,0.5,1.0,0.5620529999771383,0.0302800881228263,8.2
3,5,elastic_net,1.0,0.5,0.5633609889155506,0.031472885761112554,9.2
3,5,elastic_net,0.2,0.5,0.5644559336244273,0.021965996923688384,8.2
3,5,elastic_net,1.0,0.2,0.5652464022680634,0.03164666292729981,9.4
3,5,elastic_net,2.0,1.0,0.565500583867633,0.03342441786649625,9.2
3,5,elastic_net,2.0,0.8,0.5662413184080388,0.03342867765272155,9.2
3,5,elastic_net,0.1,0.2,0.5670826413517397,0.017711486048660484,8.6
3,5,elastic_net,2.0,0.5,0.5674604195051095,0.0334990958168577,9.2
3,5,elastic_net,2.0,0.2,0.5688144457845073,0.0336540222478752,9.4
3,5,elastic_net,5.0,1.0,0.5699567070131868,0.03486911786740058,9.2
3,5,elastic_net,5.0,0.8,0.5703799869254482,0.03489799511926911,9.4
3,5,elastic_net,5.0,0.5,0.571063642890002,0.03493021920518383,9.6
3,5,elastic_net,5.0,0.2,0.5717680092457804,0.03497527387931353,9.8
3,5,elastic_net,10.0,1.0,0.5719267363537429,0.035384902764196445,9.8
3,5,elastic_net,10.0,0.8,0.572170178381579,0.03539733033252346,9.8
3,5,elastic_net,10.0,0.5,0.5725409575349669,0.03541863510590303,10.0
3,5,elastic_net,10.0,0.2,0.5729831559884477,0.035435303740499344,10.0
3,5,elastic_net,0.2,0.8,0.5751091569345581,0.018989953185207444,7.2
3,5,elastic_net,0.05,0.2,0.5858202637049896,0.012955348944249668,7.2
3,5,elastic_net,0.2,1.0,0.5884397180953892,0.01617246247810667,6.8
3,5,elastic_net,0.1,0.5,0.5909678010997645,0.014321312686432434,6.6
3,5,elastic_net,0.05,0.8,0.6031983060071224,0.006940304385257182,0.0
3,5,elastic_net,0.02,0.2,0.6032704704887011,0.008166710143655817,1.8
3,5,elastic_net,0.05,1.0,0.6034523639923507,0.00683900373985534,0.0
3,5,elastic_net,0.05,0.5,0.6044822925470688,0.0086807655409617,1.6
3,5,elastic_net,0.02,1.0,0.6046133144126764,0.00604262825195822,0.0
3,5,elastic_net,0.1,1.0,0.6056017075755898,0.009104326499633775,1.4
3,5,elastic_net,0.1,0.8,0.6063802212069949,0.011093110110335721,3.2
3,5,elastic_net,0.02,0.8,0.6070620618627995,0.005402662198105413,0.0
3,5,elastic_net,0.02,0.5,0.6072101389599759,0.005185458203803923,0.0
3,5,elastic_net,0.01,0.2,0.6075373752195568,0.005181808175375245,0.0
3,5,elastic_net,0.005,0.2,0.6092702994592751,0.004971399981057091,0.0
3,5,elastic_net,0.01,0.5,0.6096815713235619,0.004532898951416575,0.0
3,5,elastic_net,0.005,1.0,0.617573373230354,0.002431670855376193,0.0
3,5,elastic_net,0.01,1.0,0.617605821424773,0.0024120754498886507,0.0
3,5,elastic_net,0.01,0.8,0.6179747990054084,0.00667789519432548,0.0
3,5,elastic_net,0.001,1.0,0.6191310138949777,0.0032073185975451542,0.0
3,5,elastic_net,0.002,1.0,0.619131712023635,0.0032066391645612737,0.0
3,5,elastic_net,0.005,0.8,0.6292950275300111,0.0025352515324977474,0.0
3,5,elastic_net,0.002,0.8,0.6298082120744785,0.0025935670181738307,0.0
3,5,elastic_net,0.005,0.5,0.6298737047720369,0.0025947663520931616,0.0
3,5,elastic_net,0.002,0.5,0.6311903922223314,0.0027539251303580654,0.0
3,5,elastic_net,0.002,0.2,0.6325279941608939,0.0029054999478504034,0.0
3,5,elastic_net,0.001,0.8,0.6343498698997219,0.0018817059533682882,0.0
3,5,elastic_net,0.001,0.2,0.6357602775723888,0.003271677547804416,0.0
3,5,elastic_net,0.001,0.5,0.6372591984459723,0.0017150803590532267,0.0
3,5,lasso,1.0,,0.5614580220478864,0.03193643350404078,9.0
3,5,lasso,0.5,,0.5620529999771383,0.0302800881228263,8.2
3,5,lasso,2.0,,0.565500583867633,0.03342441786649625,9.2
3,5,lasso,5.0,,0.5699567070131868,0.03486911786740058,9.2
3,5,lasso,10.0,,0.5719267363537429,0.035384902764196445,9.8
