outer_repeat,outer_fold,model,C,l1_ratio,mean_inner_log_loss,se_inner_log_loss,mean_n_selected
1,2,elastic_net,2.0,0.8,0.5428230118720385,0.03824746323572287,9.6
1,2,elastic_net,2.0,1.0,0.5429419608891084,0.03775571437696869,9.6
1,2,elastic_net,5.0,0.2,0.5469066637000226,0.04424181369822339,10.0
1,2,elastic_net,5.0,0.5,0.5470843047325158,0.043907977907874464,10.0
1,2,elastic_net,5.0,0.8,0.5474018026189282,0.043670521317365756,9.8
1,2,elastic_net,5.0,1.0,0.5476769929735857,0.043550820277494205,9.8
1,2,elastic_net,0.1,0.2,0.5481404000323422,0.019232297472863563,9.2
1,2,elastic_net,0.2,0.5,0.5483284657008128,0.022513760334543376,8.8
1,2,elastic_net,10.0,0.2,0.5492782067293835,0.0462298906933235,10.0
1,2,elastic_net,10.0,0.5,0.5493924846113727,0.04610228182820869,10.0
1,2,elastic_net,10.0,0.8,0.5495201569668376,0.04597794696731738,10.0
1,2,elastic_net,10.0,1.0,0.549607216968411,0.045892206802216395,10.0
1,2,elastic_net,0.2,0.8,0.5610393071159601,0.021225695092930978,7.0
1,2,elastic_net,0.2,1.0,0.5675610779604642,0.017217578227376573,5.6
1,2,elastic_net,0.05,0.2,0.5677456798883525,0.012301637917287913,6.6
1,2,elastic_net,0.1,0.5,0.569294596344649,0.01363362786317433,5.6
1,2,elastic_net,0.1,0.8,0.5842097447268942,0.007701432366699902,3.8
1,2,elastic_net,0.1,1.0,0.5926145636829324,0.007318957982372597,1.6
1,2,elastic_net,0.05,0.5,0.5932118313463597,0.007072150792767385,1.8
1,2,elastic_net,0.02,0.2,0.5942242809973584,0.006861151798181767,1.6
1,2,elastic_net,0.05,1.0,0.5965941963219642,0.006200209692321615,0.0
1,2,elastic_net,0.05,0.8,0.5969110465369325,0.005975962065594258,0.0
1,2,elastic_net,0.02,1.0,0.5984640414512243,0.007155547385726745,0.0
1,2,elastic_net,0.01,0.2,0.5985744853415303,0.005438933484623554,0.0
1,2,elastic_net,0.02,0.5,0.5995412917867038,0.005584857908626078,0.0
1,2,elastic_net,0.02,0.8,0.6022839122666415,0.008260319917097338,0.0
1,2,elastic_net,0.01,0.5,0.6044528501118294,0.008563507534691163,0.0
