bootstrap,C,apparent_AUC,test_AUC,optimism_AUC,apparent_AUPRC,test_AUPRC,optimism_AUPRC,apparent_Brier,test_Brier,optimism_Brier,apparent_Log loss,test_Log loss,optimism_Log loss
14,0.02,0.7596019063638912,0.7306201550387597,0.02898175132513159,0.6807617851383417,0.543452563581275,0.1373092215570667,0.1867393533742283,0.1836726304518622,0.003066722922366122,0.5569682344758041,0.548605821728086,0.008362412747718095
15,0.05,0.8080623755806238,0.7125819916517591,0.09548038392886471,0.6414276466015918,0.5568198746603397,0.08460777194125213,0.14273518479932357,0.1804356836615661,-0.037700498862242526,0.4461524472978382,0.5396180359692184,-0.09346558867138022
16,0.001,0.684640522875817,0.7371794871794872,-0.05253896430367022,0.4412685999728388,0.5051759897671205,-0.06390738979428173,0.18580627303202107,0.20492881585488412,-0.019122542822863048,0.5581388166590127,0.6000545962538307,-0.04191577959481807
17,0.1,0.8349146110056926,0.734943351222421,0.0999712597832716,0.7718081753182637,0.5521559924084383,0.21965218290982547,0.15763662975776738,0.1753537877592135,-0.01771715800144613,0.4852592407405039,0.5282341463239797,-0.042974905583475775
18,0.002,0.7092226613965744,0.6987179487179488,0.010504712678625627,0.6425766603343702,0.57765839273985,0.06491826759452024,0.22736517218021532,0.20620518281802788,0.021159989362187437,0.6467277280665668,0.6031179902256701,0.04360973784089661
19,0.05,0.7677165354330708,0.7265951103160406,0.04112142511703021,0.6320341818013506,0.5099257818444051,0.12210839995694556,0.17184632195666968,0.17939955550918243,-0.00755323355251275,0.5184331096003385,0.53375623139056,-0.01532312179022155
20,0.005,0.6706036745406824,0.7364341085271319,-0.0658304339864495,0.4992095783864056,0.5600331012057657,-0.06082352281936004,0.20382632664434508,0.19793076363287535,0.005895563011469734,0.5962579399440217,0.5834166038643877,0.012841336079634003
21,0.01,0.7091954022988506,0.6610017889087656,0.04819361339008499,0.48639890693155396,0.5350594418092773,-0.04866053487772337,0.15012527305221907,0.20373054624978246,-0.05360527319756339,0.47087021072313345,0.5985805912934173,-0.1277103805702839
22,0.01,0.6963358778625954,0.6891771019677997,0.007158775894795744,0.5709689581512838,0.47938426586246685,0.09158469228881694,0.1878901798359643,0.19489455850189294,-0.007004378665928651,0.5604684372536172,0.5752733652707358,-0.014804928017118635
23,0.002,0.7408701174976183,0.712283840190817,0.0285862773068013,0.5275688978168522,0.5159920005960387,0.011576897220813565,0.18875097016959566,0.20176720638226647,-0.013016236212670812,0.5637048973488992,0.5920173853710329,-0.02831248802213371
24,0.001,0.6412429378531073,0.6933512224209898,-0.052108284567882523,0.5613463173475381,0.5510794818385382,0.010266835508999983,0.2251668728606761,0.20645485593566965,0.01871201692500646,0.6423906134570131,0.603706890185182,0.038683723271831116
25,0.02,0.774386197743862,0.7225700655933214,0.051816132150540595,0.5824329817058195,0.543915593465219,0.03851738824060047,0.1595548774340717,0.18565613182973245,-0.026101254395660745,0.4911199691233499,0.5512135975233411,-0.06009362839999122
26,0.001,0.685309784132324,0.7076624925462135,-0.022352708413889477,0.5344816176942266,0.47993470816229034,0.054546909531936305,0.2159201197605764,0.20420107402633972,0.011719045734236683,0.6230046345757102,0.5984839913245744,0.024520643251135787
27,0.2,0.8129880270692348,0.7338998211091234,0.07908820596011135,0.7713161514497967,0.5024244443037458,0.26889170714605093,0.16542225440918876,0.18842368075129987,-0.02300142634211111,0.4977708060076137,0.5977935175887839,-0.10002271158117015
28,0.1,0.8188385662684079,0.7522361359570662,0.06660243031134172,0.7300529344289305,0.616484148684254,0.11356878574467644,0.15518755738794002,0.16823570414130093,-0.013048146753360912,0.4776718776052559,0.5100158959760475,-0.03234401837079154
29,0.1,0.7832645284217211,0.7343470483005368,0.048917480121184354,0.6644421564450302,0.5887495159622105,0.07569264048281976,0.15028195621314408,0.1740734329194536,-0.023791476706309517,0.4701313616108932,0.5241996316526317,-0.05406827004173853
30,0.1,0.8177489177489178,0.7412045319022063,0.07654438584671153,0.6670726746315877,0.579359767505964,0.08771290712562374,0.15908449933840962,0.17088875044545562,-0.011804251107045999,0.4833357500660875,0.5155636208302501,-0.032227870764162614
31,0.001,0.7141311069882499,0.7006559332140728,0.013475173774177063,0.5541773918541947,0.5341807852860151,0.019996606568179587,0.19527943276962131,0.20337083499883574,-0.008091402229214423,0.5785611586463817,0.5962111694773459,-0.01765001083096418
32,0.2,0.8145424836601308,0.7520870602265951,0.06245542343353572,0.7127838091377806,0.6126365993612639,0.1001472097765167,0.12995582185132096,0.16663901596210506,-0.036683194110784106,0.4194862068288222,0.5046063555170134,-0.08512014868819118
33,0.1,0.8270255116344266,0.7364341085271319,0.09059140310729474,0.7614862714096199,0.5922014977776513,0.1692847736319686,0.1525326695244929,0.17098171890385613,-0.01844904937936323,0.47349772051475003,0.5161921059205814,-0.04269438540583137
34,0.02,0.7508844339622641,0.7240608228980322,0.026823611064231923,0.5921155633792284,0.5397175567622111,0.05239800661701732,0.18194774669636662,0.1842201070361232,-0.002272360339756585,0.544750141645991,0.55050000025671,-0.005749858610718972
35,0.001,0.7232597623089984,0.7021466905187835,0.02111307179021482,0.5944256079401338,0.5336834791872097,0.06074212875292406,0.21312241242232766,0.20321976534462122,0.009902647077706439,0.61690928430861,0.5961797676163427,0.020729516692267302
36,0.05,0.7300275482093663,0.7262969588550984,0.0037305893542679547,0.6298779564017777,0.5056184617319837,0.12425949466979402,0.1897433175821577,0.1831388179598348,0.006604499622322901,0.5640338533754956,0.5487732897835409,0.015260563591954712
37,0.05,0.7989838043823437,0.7398628503279666,0.05912095405437712,0.6801371006080483,0.6171713010157553,0.06296579959229298,0.15208206478313666,0.17542066809521592,-0.023338603312079265,0.4721848233996875,0.5274247850984651,-0.05523996169877765
38,0.05,0.8102968460111317,0.7538759689922481,0.05642087701888365,0.647922909872098,0.5751872833754319,0.0727356264966661,0.15775921238881382,0.1735497398013387,-0.015790527412524874,0.48538029381399295,0.5235389534804876,-0.038158659666494676
39,0.05,0.7987786259541985,0.7349433512224209,0.06383527473177752,0.61312784689369,0.582127998620715,0.030999848272975083,0.16230103561814954,0.1756269939292138,-0.013325958311064257,0.4907278121965926,0.527099167115551,-0.03637135491895843
40,0.05,0.7857142857142857,0.7522361359570663,0.03347814975721941,0.7191676244057177,0.6261446918454531,0.09302293256026462,0.17937094249459076,0.17323062161521516,0.006140320879375605,0.5384607070623454,0.5248703922648045,0.013590314797540914
41,0.1,0.7860780984719864,0.7419499105545617,0.04412818791742468,0.6941899859947311,0.5743740065978941,0.11981597939683708,0.16712306763060072,0.17195212680931393,-0.0048290591787132076,0.5051158623104952,0.518188401134736,-0.013072538824240754
42,0.005,0.7227299528301887,0.7213774597495528,0.001352493080635897,0.5641893071984767,0.5691286115271972,-0.004939304328720473,0.19841926840143828,0.19623610908199207,0.0021831593194462096,0.5838640952542328,0.5792981728137382,0.004565922440494585
43,0.2,0.7825766509433962,0.7416517590936196,0.04092489184977666,0.6378076904704294,0.5544104472299405,0.08339724324048892,0.16280357548798396,0.17200343721938982,-0.009199861731405856,0.49243927158903317,0.5140514388877975,-0.021612167298764307
